LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
57,081109,212220,1946,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-774267833966018354', '/10.251.38.53:51057', '/10.251.38.53:50010']"
58,081109,212245,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775']
59,081109,212317,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691']
60,081109,212338,2007,INFO,dfs.DataNode$PacketResponder,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,e3df2680,Received block <*> of size <*> from <*>,"['blk_-518701095493827363', '67108864', '/10.251.214.67']"
61,081109,212403,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.106.50:50010', 'blk_-2530087534157630851', '67108864']"
62,081109,212440,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.198.196:50010', 'blk_427714267500527780', '67108864']"
63,081109,212703,2053,INFO,dfs.DataNode$PacketResponder,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,e3df2680,Received block <*> of size <*> from <*>,"['blk_-967145856473901804', '67108864', '/10.250.6.191']"
64,081109,212904,2174,INFO,dfs.DataNode$PacketResponder,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,e3df2680,Received block <*> of size <*> from <*>,"['blk_8408125361497769001', '67108864', '/10.251.70.211']"
65,081109,212931,2211,INFO,dfs.DataNode$PacketResponder,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,e3df2680,Received block <*> of size <*> from <*>,"['blk_-1614641487214609125', '67108864', '/10.251.193.175']"
66,081109,213009,2207,INFO,dfs.DataNode$PacketResponder,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,e3df2680,Received block <*> of size <*> from <*>,"['blk_7577595658377008671', '67108864', '/10.251.71.97']"
67,081109,213028,2206,INFO,dfs.DataNode$PacketResponder,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,e3df2680,Received block <*> of size <*> from <*>,"['blk_3777400576053320362', '67108864', '/10.251.31.5']"
68,081109,213217,2267,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5852844080027817147 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_-5852844080027817147']"
69,081109,213353,2313,INFO,dfs.DataNode$PacketResponder,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2129171714384027465', '67108864', '/10.251.75.228']"
70,081109,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794,32777b38,Verification succeeded for <*>,['blk_-2827716238972737794']
71,081109,213506,2421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-3509323198988774369', '/10.250.6.214:52922', '/10.250.6.214:50010']"
72,081109,213510,2384,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9093049293972551787 terminating,dc2c74b7,PacketResponder <*> for block <*> terminating,"['0', 'blk_9093049293972551787']"
73,081109,213837,19,INFO,dfs.FSDataset,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,c0a9fd05,Deleting block <*> file /mnt/hadoop/dfs/data/current/subdir5/<*>,"['blk_1781953582842324563', 'blk_1781953582842324563']"
74,081109,213847,2552,INFO,dfs.DataNode$DataXceiver,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,626085d5,<*> Served block <*> to <*>,"['10.251.194.213:50010', 'blk_-7724713468912166542', '/10.251.203.80']"
75,081109,213907,2497,INFO,dfs.DataNode$DataXceiver,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,626085d5,<*> Served block <*> to <*>,"['10.251.91.229:50010', 'blk_-3358448553918665902', '/10.251.91.229']"
76,081109,213908,2549,INFO,dfs.DataNode$DataXceiver,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,626085d5,<*> Served block <*> to <*>,"['10.251.39.192:50010', 'blk_-5341992729755584578', '/10.251.39.192']"
77,081109,214009,2594,INFO,dfs.DataNode$DataXceiver,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,626085d5,<*> Served block <*> to <*>,"['10.250.5.237:50010', 'blk_3166960787499091856', '/10.251.43.147']"
78,081109,214043,2561,WARN,dfs.DataNode$DataXceiver,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.30.85:50010:', 'blk_-2918118818249673980', '/10.251.90.64:']"
79,081109,214402,2677,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.126.255:50010:', 'blk_8376667364205250596', '/10.251.91.159:']"
80,081109,214524,2633,INFO,dfs.DataNode$DataXceiver,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,626085d5,<*> Served block <*> to <*>,"['10.251.71.68:50010', 'blk_-2794533871450434534', '/10.251.199.150']"
81,081109,214529,2747,WARN,dfs.DataNode$DataXceiver,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.123.132:50010:', 'blk_3763728533434719668', '/10.251.38.214:']"
82,081109,214910,2848,WARN,dfs.DataNode$DataXceiver,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,81cee340,<*>Got exception while serving <*> to <*>,"['10.250.13.188:50010:', 'blk_6241141267506413726', '/10.251.194.245:']"
83,081109,214919,2899,INFO,dfs.DataNode$DataXceiver,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,626085d5,<*> Served block <*> to <*>,"['10.251.214.32:50010', 'blk_-6520030462660619051', '/10.251.215.70']"
84,081109,215136,2868,WARN,dfs.DataNode$DataXceiver,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.199.19:50010:', 'blk_8466246428293623262', '/10.251.106.37:']"
85,081109,215259,2934,WARN,dfs.DataNode$DataXceiver,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,81cee340,<*>Got exception while serving <*> to <*>,"['10.250.9.207:50010:', 'blk_-3140754468249228022', '/10.250.9.207:']"
86,081109,215702,3022,WARN,dfs.DataNode$DataXceiver,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.202.134:50010:', 'blk_3441699978641526775', '/10.251.126.5:']"
87,081109,215734,3055,INFO,dfs.DataNode$DataXceiver,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,626085d5,<*> Served block <*> to <*>,"['10.250.6.214:50010', 'blk_5739119717322549945', '/10.251.43.115']"
88,081109,220032,3137,WARN,dfs.DataNode$DataXceiver,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,81cee340,<*>Got exception while serving <*> to <*>,"['10.250.14.196:50010:', 'blk_-305633040016166849', '/10.251.38.53:']"
89,081109,220403,3148,WARN,dfs.DataNode$DataXceiver,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.107.227:50010:', 'blk_-6290631608800952376', '/10.251.109.209:']"
90,081109,220528,3174,INFO,dfs.DataNode$DataXceiver,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,626085d5,<*> Served block <*> to <*>,"['10.251.203.166:50010', 'blk_8787656642683881295', '/10.251.107.98']"
91,081109,221105,3338,WARN,dfs.DataNode$DataXceiver,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.90.64:50010:', 'blk_-4841792440390267307', '/10.251.90.239:']"
92,081109,221151,3361,WARN,dfs.DataNode$DataXceiver,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,81cee340,<*>Got exception while serving <*> to <*>,"['10.250.10.144:50010:', 'blk_5126469776250053435', '/10.250.11.100:']"
93,081109,222040,3463,WARN,dfs.DataNode$DataXceiver,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.71.146:50010:', 'blk_-2032740670708110312', '/10.251.197.161:']"
94,081109,222041,3390,WARN,dfs.DataNode$DataXceiver,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.67.113:50010:', 'blk_-62891505109755100', '/10.250.7.96:']"
95,081109,222342,3462,WARN,dfs.DataNode$DataXceiver,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.74.79:50010:', 'blk_2244903517044280975', '/10.251.74.134:']"
96,081109,222650,3459,WARN,dfs.DataNode$DataXceiver,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.214.112:50010:', 'blk_5905933788014151041', '/10.251.214.112:']"
97,081109,223211,3544,INFO,dfs.DataNode$DataXceiver,10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,626085d5,<*> Served block <*> to <*>,"['10.251.111.80:50010', 'blk_6296828743242110158', '/10.251.42.246']"
98,081109,223910,3540,WARN,dfs.DataNode$DataXceiver,10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.43.210:50010:', 'blk_2969087638814291714', '/10.251.199.86:']"
99,081109,224054,3560,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.126.255:50010:', 'blk_2879780987351022871', '/10.251.39.144:']"
100,081109,224234,3638,WARN,dfs.DataNode$DataXceiver,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.73.220:50010:', 'blk_4934527196392001803', '/10.251.203.246:']"
101,081109,224420,3666,WARN,dfs.DataNode$DataXceiver,10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.73.188:50010:', 'blk_7517964792804498202', '/10.250.6.191:']"
102,081109,224741,3699,WARN,dfs.DataNode$DataXceiver,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.35.1:50010:', 'blk_7940316270494947483', '/10.251.122.38:']"
103,081109,230110,3647,WARN,dfs.DataNode$DataXceiver,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,81cee340,<*>Got exception while serving <*> to <*>,"['10.251.90.134:50010:', 'blk_7154985168984871115', '/10.251.110.160:']"
104,081109,232200,3856,INFO,dfs.DataNode$PacketResponder,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,e3df2680,Received block <*> of size <*> from <*>,"['blk_-6867873931012347356', '67108864', '/10.251.39.64']"
105,081109,232324,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.19:50010', 'blk_6093743385844975689', '67108864']"
